iter	Passed	Remaining
569	5350	4036
570	5357	4025
571	5365	4014
572	5373	4004
573	5380	3993
574	5387	3982
575	5395	3971
576	5401	3960
577	5408	3948
578	5415	3937
579	5422	3926
580	5430	3916
581	5437	3904
582	5445	3894
583	5452	3883
584	5459	3873
585	5466	3862
586	5473	3851
587	5481	3840
588	5487	3829
589	5495	3818
590	5502	3807
591	5509	3797
592	5516	3786
593	5523	3775
594	5531	3764
595	5538	3754
596	5548	3745
597	5556	3735
598	5564	3725
599	5572	3714
600	5580	3704
601	5587	3693
602	5595	3684
603	5602	3673
604	5610	3662
605	5617	3652
606	5626	3642
607	5633	3632
608	5641	3621
609	5648	3611
610	5656	3601
611	5664	3591
612	5672	3581
613	5679	3570
614	5686	3559
615	5693	3549
616	5700	3538
617	5709	3529
618	5716	3518
619	5724	3508
620	5731	3497
621	5739	3487
622	5746	3477
623	5753	3466
624	5760	3456
625	5767	3445
626	5775	3435
627	5781	3424
628	5790	3415
629	5797	3404
630	5807	3396
631	5814	3385
632	5822	3375
633	5829	3365
634	5839	3356
635	5852	3349
636	5860	3339
637	5866	3328
638	5873	3318
639	5880	3307
640	5888	3297
641	5894	3287
642	5903	3277
643	5913	3268
644	5921	3258
645	5927	3248
646	5935	3238
647	5944	3228
648	5952	3219
649	5960	3209
650	5967	3199
651	5974	3188
652	5981	3178
653	5989	3168
654	5995	3158
655	6003	3147
656	6009	3137
657	6016	3127
658	6023	3116
659	6031	3106
660	6037	3096
661	6044	3086
662	6054	3077
663	6061	3067
664	6069	3057
665	6076	3047
666	6084	3037
667	6091	3027
668	6099	3017
669	6105	3007
670	6114	2997
671	6122	2988
672	6128	2977
673	6136	2968
674	6143	2957
675	6151	2948
676	6157	2937
677	6166	2928
678	6173	2918
679	6180	2908
680	6187	2898
681	6195	2888
682	6203	2879
683	6210	2869
684	6216	2858
685	6223	2848
686	6231	2839
687	6238	2829
688	6246	2819
689	6253	2809
690	6262	2800
691	6269	2790
692	6276	2780
693	6285	2771
694	6293	2761
695	6300	2751
696	6308	2742
697	6316	2732
698	6325	2723
699	6332	2713
700	6339	2703
701	6347	2694
702	6354	2684
703	6362	2675
704	6369	2665
705	6377	2655
706	6384	2646
707	6392	2636
708	6399	2626
709	6407	2617
710	6414	2607
711	6421	2597
712	6428	2587
713	6435	2577
714	6443	2568
715	6450	2558
716	6458	2549
717	6465	2539
718	6474	2530
719	6481	2520
720	6490	2511
721	6497	2501
722	6505	2492
723	6513	2482
724	6520	2473
725	6527	2463
726	6534	2453
727	6542	2444
728	6549	2434
729	6557	2425
730	6564	2415
731	6572	2406
732	6580	2396
733	6588	2387
734	6595	2377
735	6602	2368
736	6609	2358
737	6616	2348
738	6624	2339
739	6631	2329
740	6641	2321
741	6649	2311
742	6657	2302
743	6664	2293
744	6672	2283
745	6679	2274
746	6686	2264
747	6693	2255
748	6701	2245
749	6708	2236
750	6715	2226
751	6722	2217
752	6729	2207
753	6736	2197
754	6743	2188
755	6751	2178
756	6758	2169
757	6765	2160
758	6772	2150
759	6779	2140
760	6788	2131
761	6795	2122
762	6804	2113
763	6816	2105
764	6827	2097
765	6839	2089
766	6851	2081
767	6863	2073
768	6872	2064
769	6883	2056
770	6893	2047
771	6903	2038
772	6916	2030
773	6932	2024
774	6941	2015
775	6950	2006
776	6960	1997
777	6970	1988
778	6979	1979
779	6987	1970
780	6994	1961
781	7003	1952
782	7011	1943
783	7019	1933
784	7025	1924
785	7034	1915
786	7041	1905
787	7048	1896
788	7055	1886
789	7063	1877
790	7073	1869
791	7087	1861
792	7101	1853
793	7118	1846
794	7130	1838
795	7139	1829
796	7149	1820
797	7157	1811
798	7166	1802
799	7174	1793
800	7182	1784
801	7200	1777
802	7214	1769
803	7229	1762
804	7238	1753
805	7247	1744
806	7254	1734
807	7263	1725
808	7270	1716
809	7278	1707
810	7286	1697
811	7294	1688
812	7301	1679
813	7308	1670
814	7315	1660
815	7323	1651
816	7331	1642
817	7338	1632
818	7345	1623
819	7352	1613
820	7361	1604
821	7367	1595
822	7375	1586
823	7382	1576
824	7390	1567
825	7396	1558
826	7404	1548
827	7411	1539
828	7418	1530
829	7426	1521
830	7432	1511
831	7440	1502
832	7447	1493
833	7454	1483
834	7461	1474
835	7469	1465
836	7476	1455
837	7482	1446
838	7490	1437
839	7497	1428
840	7504	1418
841	7512	1409
842	7519	1400
843	7526	1391
844	7533	1381
845	7541	1372
846	7548	1363
847	7555	1354
848	7562	1345
849	7570	1335
850	7577	1326
851	7584	1317
852	7591	1308
853	7599	1299
854	7607	1290
855	7614	1280
856	7622	1271
857	7629	1262
858	7638	1253
859	7646	1244
860	7655	1235
861	7662	1226
862	7670	1217
863	7677	1208
864	7684	1199
865	7691	1190
866	7698	1180
867	7705	1171
868	7712	1162
869	7720	1153
870	7727	1144
871	7735	1135
872	7741	1126
873	7749	1117
874	7756	1108
875	7764	1099
876	7772	1090
877	7780	1081
878	7788	1072
879	7797	1063
880	7807	1054
881	7817	1045
882	7825	1036
883	7833	1027
884	7840	1018
885	7847	1009
886	7854	1000
887	7862	991
888	7869	982
889	7876	973
890	7884	964
891	7892	955
892	7904	947
893	7911	938
894	7919	929
895	7927	920
896	7935	911
897	7942	902
898	7950	893
899	7958	884
900	7966	875
901	7973	866
902	7982	857
903	7989	848
904	7998	839
905	8006	830
906	8015	821
907	8023	812
908	8031	804
909	8038	795
910	8047	786
911	8054	777
912	8062	768
913	8069	759
914	8078	750
915	8086	741
916	8094	732
917	8101	723
918	8110	714
919	8117	705
920	8125	696
921	8133	688
922	8142	679
923	8149	670
924	8158	661
925	8167	652
926	8176	643
927	8184	635
928	8193	626
929	8201	617
930	8210	608
931	8217	599
932	8226	590
933	8233	581
934	8241	572
935	8248	564
936	8258	555
937	8265	546
938	8272	537
939	8279	528
940	8287	519
941	8295	510
942	8302	501
943	8310	493
944	8318	484
945	8326	475
946	8334	466
947	8343	457
948	8351	448
949	8358	439
950	8365	431
951	8374	422
952	8381	413
953	8389	404
954	8396	395
955	8404	386
956	8412	377
957	8420	369
958	8428	360
959	8436	351
960	8443	342
961	8451	333
962	8458	324
963	8465	316
964	8472	307
965	8479	298
966	8487	289
967	8494	280
968	8501	271
969	8508	263
970	8515	254
971	8523	245
972	8531	236
973	8538	227
974	8546	219
975	8554	210
976	8561	201
977	8570	192
978	8576	183
979	8585	175
980	8591	166
981	8599	157
982	8606	148
983	8616	140
984	8625	131
985	8634	122
986	8641	113
987	8650	105
988	8656	96
989	8665	87
990	8673	78
991	8681	70
992	8688	61
993	8696	52
994	8704	43
995	8711	34
996	8718	26
997	8726	17
998	8733	8
999	8741	0
