iter	Logloss
562	0.2533960847
563	0.2533451497
564	0.2533015867
565	0.2532751018
566	0.2532488845
567	0.253208803
568	0.2531824583
569	0.2531121766
570	0.2530661426
571	0.2530057429
572	0.2529631847
573	0.2529325825
574	0.2529078648
575	0.2528645371
576	0.2528241011
577	0.2527908984
578	0.2527365873
579	0.2526791462
580	0.2526396618
581	0.2526176166
582	0.2525875057
583	0.2525676888
584	0.2525458592
585	0.2525119488
586	0.2524396636
587	0.2524101355
588	0.252365467
589	0.2523306657
590	0.2522746821
591	0.2522449518
592	0.2521967845
593	0.2521647902
594	0.2521194392
595	0.2520766891
596	0.2520533057
597	0.251994232
598	0.251885478
599	0.2518732156
600	0.251849661
601	0.2518212063
602	0.2517418797
603	0.2517116608
604	0.2516588457
605	0.2516031643
606	0.2515493645
607	0.2514860808
608	0.2514222468
609	0.2514115555
610	0.2513941601
611	0.2513486818
612	0.2512830938
613	0.2512470712
614	0.2511917233
615	0.2511731879
616	0.2511383308
617	0.2510837614
618	0.2510397543
619	0.2509851053
620	0.2509040634
621	0.2508560946
622	0.2508332218
623	0.2507784253
624	0.2507543779
625	0.2507057603
626	0.250669148
627	0.2505894249
628	0.2505325148
629	0.2505124427
630	0.2504669061
631	0.2504183739
632	0.2503859841
633	0.2503529194
634	0.2503189456
635	0.2502746233
636	0.2502424365
637	0.2502190629
638	0.2501451726
639	0.2501062709
640	0.2500572242
641	0.2500367905
642	0.2499885628
643	0.2499579182
644	0.249901369
645	0.2498583484
646	0.2498164703
647	0.24976908
648	0.249737071
649	0.2497085101
650	0.2496868766
651	0.2496621352
652	0.2496401284
653	0.2496174332
654	0.2495673785
655	0.2495389343
656	0.2495230717
657	0.2495025806
658	0.2494765323
659	0.2494493121
660	0.2493998487
661	0.2493579101
662	0.2492893818
663	0.2492281557
664	0.2491718902
665	0.2491209996
666	0.2490816062
667	0.2490523856
668	0.2490220602
669	0.2489295032
670	0.2488865349
671	0.2488349818
672	0.2488226383
673	0.248783004
674	0.24876623
675	0.2487226029
676	0.2486819089
677	0.2486565343
678	0.2486003325
679	0.2485760719
680	0.2485423871
681	0.2485048586
682	0.2484873528
683	0.2484493813
684	0.2484169516
685	0.2483890464
686	0.2483577632
687	0.2483141293
688	0.2482733963
689	0.2482261451
690	0.2481952853
691	0.2481741841
692	0.2481606527
693	0.2481207583
694	0.2480901258
695	0.2480501798
696	0.2480348627
697	0.2479928737
698	0.2479605649
699	0.2479372287
700	0.2478617476
701	0.247831196
702	0.247795315
703	0.247738329
704	0.2477014783
705	0.2476767841
706	0.2476258644
707	0.2476017809
708	0.2475737868
709	0.2475614619
710	0.2475286661
711	0.2474972318
712	0.2474831488
713	0.2474563434
714	0.2474004215
715	0.2473819286
716	0.2473600052
717	0.2473428999
718	0.2473125387
719	0.2472972093
720	0.2472647769
721	0.247234186
722	0.2471876554
723	0.2471503215
724	0.2471176991
725	0.2470919091
726	0.2470841378
727	0.2470371133
728	0.2469749345
729	0.2469414374
730	0.2469146773
731	0.2468879677
732	0.2468493806
733	0.2468090338
734	0.2467910938
735	0.2467707117
736	0.2467412947
737	0.2467245457
738	0.2466862814
739	0.246660812
740	0.2466325419
741	0.2465779281
742	0.24655945
743	0.2465293073
744	0.246491831
745	0.2464726596
746	0.2464281431
747	0.2463924325
748	0.2463531007
749	0.2463294478
750	0.2463176048
751	0.2462785203
752	0.2462244845
753	0.2461877822
754	0.2461710119
755	0.2461404129
756	0.2461039071
757	0.2460779912
758	0.2460707704
759	0.2460507607
760	0.2460224177
761	0.2459861795
762	0.2459496791
763	0.2458953353
764	0.2458689956
765	0.2458416195
766	0.2458024752
767	0.2457764487
768	0.2457446427
769	0.2457158834
770	0.2456703813
771	0.2456402236
772	0.245595565
773	0.2455721645
774	0.2455270852
775	0.2455055305
776	0.2454313896
777	0.2454088377
778	0.2453779238
779	0.2453509778
780	0.2453137285
781	0.2452762188
782	0.245259972
783	0.2452531675
784	0.2452224528
785	0.2451862323
786	0.2451577148
787	0.2451402388
788	0.2451073582
789	0.2450778794
790	0.2450514005
791	0.2450069572
792	0.2449909347
793	0.2449585597
794	0.2449362149
795	0.244882825
796	0.2448473248
797	0.2448148953
798	0.2447748836
799	0.2447456543
800	0.2446912904
801	0.244678564
802	0.2446533918
803	0.2446349782
804	0.2445886856
805	0.2445359783
806	0.2445226568
807	0.244473054
808	0.2444567057
809	0.2444317606
810	0.2443816663
811	0.2443678171
812	0.244363768
813	0.2443153579
814	0.2442806409
815	0.2442440444
816	0.2442175001
817	0.2441842882
818	0.2441471743
819	0.2441276478
820	0.2441122423
821	0.2440989206
822	0.2440648097
823	0.2440283546
824	0.2440016153
825	0.2439627183
826	0.2438970565
827	0.2438483296
828	0.2438268776
829	0.2437942412
830	0.2437865502
831	0.2437431951
832	0.2437281798
833	0.2437033176
834	0.2436478544
835	0.2435900787
836	0.2435763653
837	0.2435558059
838	0.2435217849
839	0.2434951655
840	0.2434644907
841	0.2434272801
842	0.243408445
843	0.2433449249
844	0.2433158337
845	0.2432746708
846	0.2432357695
847	0.2432224253
848	0.243191712
849	0.2431752019
850	0.243135318
851	0.2431224833
852	0.2430771392
853	0.243053578
854	0.2430225742
855	0.2429919015
856	0.2429618942
857	0.2429224571
858	0.2429089075
859	0.2428926289
860	0.2428740947
861	0.2428677941
862	0.2428375625
863	0.2428132684
864	0.2427979542
865	0.2427712156
866	0.2427540959
867	0.2427415278
868	0.2427175123
869	0.2427005885
870	0.2426747252
871	0.2426346486
872	0.2426014065
873	0.2425801507
874	0.2425372302
875	0.2424952687
876	0.2424636955
877	0.2424417645
878	0.2424146024
879	0.2424004221
880	0.2423718777
881	0.2423254387
882	0.242262712
883	0.2422256394
884	0.2422038017
885	0.2421816914
886	0.2421647406
887	0.2421349546
888	0.2420920429
889	0.2420792371
890	0.2420591472
891	0.242018513
892	0.242004062
893	0.2419596583
894	0.2419355791
895	0.241915547
896	0.2419127309
897	0.2418863389
898	0.2418213245
899	0.24176858
900	0.2417510867
901	0.2417262003
902	0.241715159
903	0.2416670275
904	0.2416303582
905	0.2415824922
906	0.2415578366
907	0.2415119524
908	0.2414671219
909	0.2414490343
910	0.2414279797
911	0.2413973873
912	0.2413512741
913	0.2413325015
914	0.2413065361
915	0.2412545676
916	0.2412159896
917	0.2411883485
918	0.2411782152
919	0.2411604512
920	0.2411461001
921	0.2411292203
922	0.2410929162
923	0.2410794596
924	0.2410666893
925	0.2410380723
926	0.2410096357
927	0.240974439
928	0.2409236922
929	0.2408964969
930	0.2408605016
931	0.2408473025
932	0.2408114371
933	0.2407977247
934	0.2407680266
935	0.2407443902
936	0.2407070906
937	0.2406869038
938	0.2406739018
939	0.2406625225
940	0.2406386275
941	0.2406301988
942	0.2405857275
943	0.2405698068
944	0.2405382286
945	0.2405038109
946	0.2404404363
947	0.2404071575
948	0.2403636337
949	0.2403519091
950	0.2403203672
951	0.240295631
952	0.2402838107
953	0.2402581309
954	0.2402335939
955	0.2402019592
956	0.2401718996
957	0.2401470366
958	0.2401209286
959	0.2400888472
960	0.240056046
961	0.2400455833
962	0.2399984481
963	0.2399814446
964	0.2399386224
965	0.239878254
966	0.2398372833
967	0.2398265221
968	0.2398171625
969	0.2397964908
970	0.239779564
971	0.2397322344
972	0.2397160782
973	0.2396682757
974	0.2396297257
975	0.2395747107
976	0.2395569379
977	0.239532002
978	0.2395125175
979	0.2394475034
980	0.2394359995
981	0.2393973532
982	0.239364102
983	0.2393357701
984	0.2393180739
985	0.2392975661
986	0.2392684214
987	0.2392407981
988	0.2392357257
989	0.2392104448
990	0.2391471912
991	0.2390994763
992	0.2390884934
993	0.2390635451
994	0.2390496132
995	0.2390199859
996	0.2389829298
997	0.2389797683
998	0.2389557621
999	0.2389422519
