iter	Logloss
0	0.6507015982
1	0.6172087185
2	0.5858711237
3	0.5552158196
4	0.5297684554
5	0.5069905087
6	0.4877393476
7	0.4684681071
8	0.4522894846
9	0.4387143547
10	0.4251308473
11	0.4149040531
12	0.4050940247
13	0.3970541837
14	0.3893979941
15	0.3825277739
16	0.377361099
17	0.3721452331
18	0.366698867
19	0.3628664877
20	0.3592987638
21	0.3558175773
22	0.3524266608
23	0.3491200143
24	0.346460534
25	0.3440625554
26	0.3414342477
27	0.3394350456
28	0.338119664
29	0.3360526332
30	0.3347468517
31	0.3328558252
32	0.3312380405
33	0.3295783343
34	0.328198607
35	0.3268779479
36	0.3260310665
37	0.3250329206
38	0.3241104568
39	0.3229648817
40	0.3219074182
41	0.3206875974
42	0.3198433772
43	0.3191087067
44	0.3184050544
45	0.3174650537
46	0.3167932113
47	0.3161390894
48	0.3153798096
49	0.3146152567
50	0.3137505834
51	0.3132700488
52	0.312664857
53	0.3121020612
54	0.3114168177
55	0.3109568048
56	0.3103950358
57	0.3099779827
58	0.3094793219
59	0.3089157368
60	0.3085250622
61	0.3082054094
62	0.3078979051
63	0.3074282931
64	0.3070770036
65	0.3066700249
66	0.3063478028
67	0.3058948667
68	0.3052630384
69	0.3049334377
70	0.3046215843
71	0.3042263589
72	0.3036104169
73	0.3034062857
74	0.3030595686
75	0.3027683235
76	0.3025614428
77	0.3021387602
78	0.3016421387
79	0.3013549066
80	0.3011135995
81	0.3008479584
82	0.3006168739
83	0.3004318721
84	0.3001452205
85	0.299848946
86	0.2996167786
87	0.2992067061
88	0.2989792234
89	0.2987322375
90	0.2985156633
91	0.298324479
92	0.2981032821
93	0.2977482845
94	0.2975411045
95	0.2973150049
96	0.2968739297
97	0.2967285109
98	0.2959750977
99	0.2957752132
100	0.2955931473
101	0.2954352809
102	0.295085554
103	0.2949101859
104	0.2946180463
105	0.2944400681
106	0.2942145588
107	0.2939915497
108	0.2938083067
109	0.2936692533
110	0.2935279514
111	0.2932998637
112	0.2930895561
113	0.2929122996
114	0.2927621492
115	0.2925014906
116	0.2923371249
117	0.2922109651
118	0.2920410488
119	0.291790618
120	0.2916501325
121	0.2914594836
122	0.2913503863
123	0.2912210806
124	0.2909689967
125	0.290781525
126	0.2904198132
127	0.2902733496
128	0.2901417763
129	0.2900005837
130	0.2898795542
131	0.2896705368
132	0.2894494262
133	0.2892465615
134	0.2891380057
135	0.2889737143
136	0.2885728044
137	0.2884738722
138	0.2883434709
139	0.2882127697
140	0.2880989513
141	0.2879195124
142	0.2878120842
143	0.2877112568
144	0.2875733098
145	0.2874612505
146	0.2873325512
147	0.2872382157
148	0.2871288706
149	0.2870073717
150	0.2869058037
151	0.2866940187
152	0.2865436457
153	0.2862819995
154	0.2860179607
155	0.2858629171
156	0.2857028263
157	0.2855971935
158	0.2854652465
159	0.2853493155
160	0.2852884524
161	0.2852045182
162	0.2850558109
163	0.2849346323
164	0.2848318904
165	0.2846747167
166	0.2845400957
167	0.2844430646
168	0.2843502706
169	0.2842689276
170	0.2841632545
171	0.2840270693
172	0.2839057605
173	0.2838212171
174	0.2836982718
175	0.2834400075
176	0.2833699676
177	0.2832856066
178	0.2830936852
179	0.2830163026
180	0.2829160435
181	0.282809184
182	0.2827068735
183	0.282593197
184	0.2823622456
185	0.2822494671
186	0.282188798
187	0.2819772649
188	0.2819038141
189	0.2817917588
190	0.281771005
191	0.2816797715
192	0.2815843047
193	0.2812846642
194	0.281194426
195	0.2810964577
196	0.2809837528
197	0.2807437481
198	0.2806942714
199	0.2805969107
200	0.2805202676
201	0.2801133176
202	0.279938242
203	0.2798955254
204	0.2798177852
205	0.2797184865
206	0.2796376823
207	0.2795382188
208	0.2794499111
209	0.2793832859
210	0.2793071139
211	0.2791247556
212	0.2790402821
213	0.2789769968
214	0.2788712955
215	0.2788037375
216	0.2787354132
217	0.2786240412
218	0.2783372406
219	0.2782941569
220	0.2782071685
221	0.2781360761
222	0.2780703717
223	0.2779997957
224	0.2778297347
225	0.2777393153
226	0.2776435437
227	0.277562368
228	0.2775033711
229	0.2774038502
230	0.2773084023
231	0.2772291553
232	0.2771550654
233	0.2768207137
234	0.2767109099
235	0.2766554317
236	0.2762524779
237	0.2761965449
238	0.2761315322
239	0.2760701086
240	0.2760371707
241	0.2759510531
242	0.2759055277
243	0.2758291755
244	0.275732309
245	0.2755181492
246	0.275423795
247	0.2753442088
248	0.2751714595
249	0.2747649302
250	0.274667767
251	0.2744249206
252	0.2743660837
253	0.274295603
254	0.2742471825
255	0.2741617388
256	0.2740562268
257	0.2739744495
258	0.273678098
259	0.2736210946
260	0.2733167634
261	0.2732374803
262	0.2731576903
263	0.2730629802
264	0.2729702237
265	0.2728986686
266	0.2727811932
267	0.2727214336
268	0.2726262615
269	0.2725342603
270	0.2724572754
271	0.2723689807
272	0.2722343215
273	0.2721661146
274	0.2720795301
275	0.2720138193
276	0.2719078342
277	0.2718423415
278	0.2716284175
279	0.2715501088
280	0.2714748983
281	0.27139177
282	0.2712866781
283	0.2711923785
284	0.2711394143
285	0.2710637616
286	0.2709732586
287	0.2707350479
288	0.27065782
289	0.2705760343
290	0.2704995019
291	0.2703650497
292	0.2702734806
293	0.2701998583
294	0.2700050957
295	0.2699311652
296	0.2698375297
297	0.2697613127
298	0.2694839911
299	0.2694086132
300	0.2693357032
301	0.2692585491
302	0.2691959246
303	0.2691275415
304	0.2690232398
305	0.2689475402
306	0.2686424233
307	0.2685873341
308	0.2683325688
309	0.2682565566
310	0.268182975
311	0.2681412314
312	0.2680872311
313	0.2680309758
314	0.2679789172
315	0.2678057496
316	0.2677153112
317	0.2676506405
318	0.2675945381
319	0.2673932125
320	0.2671940347
321	0.2671414117
322	0.2671007304
323	0.2669917152
324	0.2669531644
325	0.2668863349
326	0.2668117692
327	0.2667444769
328	0.2666869951
329	0.2666075054
330	0.2665377303
331	0.2663976026
332	0.2662733434
333	0.2662248639
334	0.2660498183
335	0.2659943187
336	0.2659385826
337	0.265877362
338	0.2658074652
339	0.2657321018
340	0.2656500626
341	0.2655966341
342	0.2655309882
343	0.2654517301
344	0.2653630485
345	0.2653075606
346	0.2652437293
347	0.2651927316
348	0.2651455596
349	0.265104671
350	0.2648856446
351	0.2648149436
352	0.2645993429
353	0.2645436632
354	0.2644829524
355	0.2643543479
356	0.2642847726
357	0.2642484901
358	0.264175414
359	0.2640940112
360	0.2640287329
361	0.2639892259
362	0.2639235874
363	0.2638561658
364	0.2638030262
365	0.2637537607
366	0.2636946681
367	0.2636343085
368	0.2634050378
369	0.2633449961
370	0.2632771196
371	0.263208431
372	0.2631631522
373	0.2631063254
374	0.2630548495
375	0.2629927897
376	0.2629356787
377	0.2628744893
378	0.2628112673
379	0.2627491664
380	0.2627032183
381	0.2625922933
382	0.2625330121
383	0.2624857595
384	0.2624373799
385	0.2622859106
386	0.2622304063
387	0.2621698464
388	0.2620868559
389	0.2620322548
390	0.261976947
391	0.2619060501
392	0.2618171954
393	0.2617827064
394	0.261743705
395	0.2616973396
396	0.2616533192
397	0.2616020197
398	0.2615265604
399	0.2614970351
400	0.2614643564
401	0.2614187374
402	0.2613418622
403	0.261307684
404	0.2612549726
405	0.2611603558
406	0.2610937315
407	0.2610488601
408	0.261023212
409	0.2609135037
410	0.2608455239
411	0.2607368224
412	0.2606802724
413	0.2606392649
414	0.2606025149
415	0.2605577119
416	0.2604237806
417	0.2603681418
418	0.2603426571
419	0.2602945695
420	0.26023892
421	0.260197897
422	0.2601590819
423	0.2600821913
424	0.260043026
425	0.2599786242
426	0.2599477933
427	0.2599067413
428	0.2598348531
429	0.2597807863
430	0.2597278569
431	0.2596945949
432	0.259618312
433	0.2595519218
434	0.2594959994
435	0.2594199576
436	0.2593718619
437	0.2592976148
438	0.2592529924
439	0.2592222975
440	0.2591704637
441	0.259120805
442	0.2590714371
443	0.2589969789
444	0.2589551799
445	0.2589009412
446	0.2588591632
447	0.2588086265
448	0.2587555587
449	0.2587003408
450	0.258665677
451	0.2586146732
452	0.2585738579
453	0.258515196
454	0.2584234137
455	0.2583798664
456	0.2583498043
457	0.2582757769
458	0.2582262325
459	0.2581726687
460	0.2581514088
461	0.2581027779
462	0.2580396655
463	0.2579799796
464	0.2579283416
465	0.2578697795
466	0.2578291603
467	0.2578002727
468	0.2577570449
469	0.2577256665
470	0.2576760176
471	0.2576347488
472	0.2575878858
473	0.2575366072
474	0.257484792
475	0.257435557
476	0.2573475923
477	0.2572788984
478	0.2572404883
479	0.2571977407
480	0.2571655507
481	0.2570941739
482	0.2570637078
483	0.2570244316
484	0.2569837684
485	0.2569384183
486	0.2568889334
487	0.2568603579
488	0.2568171656
489	0.2567824828
490	0.2566922931
491	0.2566717438
492	0.2566332558
493	0.2565820321
494	0.2565349108
495	0.2564868147
496	0.2564508679
497	0.2563880456
498	0.2563286582
499	0.2563027188
500	0.2562600928
501	0.2562272696
502	0.2561532639
503	0.2560851016
504	0.2559806284
505	0.255932123
506	0.2558882676
507	0.2558361819
508	0.2557974877
509	0.2557466306
510	0.255680789
511	0.2556591829
512	0.2556313686
513	0.2555817884
514	0.2555537048
515	0.2555089767
516	0.2554584722
517	0.2554217478
518	0.2553712917
519	0.2553349545
520	0.2553079825
521	0.2552772403
522	0.2552247716
523	0.2551956687
524	0.2551578462
525	0.2550826934
526	0.2550331148
527	0.2549994804
528	0.2549578983
529	0.2549199332
530	0.2548889758
531	0.2548637626
532	0.25482603
533	0.2547769505
534	0.2547388504
535	0.2547150247
536	0.2546565696
537	0.254593293
538	0.2545374935
539	0.2544878332
540	0.254461596
541	0.2544234637
542	0.2543873974
543	0.2543474397
544	0.2543282476
545	0.2543035571
546	0.2542763608
547	0.2541196841
548	0.2540931401
549	0.2540678854
550	0.253997162
551	0.2539608191
552	0.2539150403
553	0.2538677996
554	0.2538382783
555	0.2537040531
556	0.2536688579
557	0.2536109166
558	0.2535617434
559	0.2535141651
560	0.2534818629
561	0.2534428619
